#,Wine,Country,Region,Classification,Style,Grapes
2113,Valle de Calafia,Mexico,Baja California,Regional,Red,Nebbiolo; Syrah
2114,Valle de Cinti,Bolivia,Chuquisaca,Regional,Red,Vischoqueña; Negra Criolla
2115,Valle de Famatina,Argentina,La Rioja (Arg),GI,White,Torrontés Riojano
2116,Valle de Guadalupe,Mexico,Baja California,Regional,Red,Nebbiolo; Cabernet Sauvignon; Tempranillo
2117,Valle de Güímar,Spain,Canary Islands,DO,White,Listán Blanco
2118,Valle de la Concepción,Bolivia,Tarija,Regional,Red,Tannat
2119,Valle de la Orotava,Spain,Canary Islands,DO,Red,Listán Negro
2120,Valle de las Arcinas,Mexico,Zacatecas,Regional,Red,Cabernet Sauvignon; Malbec
2121,Valle de las Palmas,Mexico,Baja California,Regional,Red,Cabernet Sauvignon
2122,Valle de Ojos Negros,Mexico,Baja California,Regional,White,Chardonnay; Chenin Blanc
2123,Valle de Parras Nuevo León,Mexico,Nuevo León,Regional,Red,Cabernet Sauvignon
2124,Valle de Pedernal,Argentina,San Juan,GI,Red,Malbec; Cabernet Sauvignon
2125,Valle de San Vicente,Mexico,Baja California,Regional,Red,Cabernet Sauvignon
2126,Valle de Santo Tomás,Mexico,Baja California,Regional,Red,Cabernet Sauvignon; Merlot
2127,Valle de Sorata,Bolivia,La Paz,Regional,Red,Cabernet Sauvignon
2128,Valle de Tanamá,Mexico,Baja California,Regional,Red,Nebbiolo
2129,Valle de Tulum,Argentina,San Juan,GI,Red,Syrah; Bonarda
2130,Valle de Uco,Argentina,Mendoza,GI,Red,Malbec; Cabernet Franc
2131,Valle de Zonda,Argentina,San Juan,GI,Red,Syrah; Malbec
2132,Valle del Cauca,Colombia,Valle del Cauca,Regional,Red,Cabernet Sauvignon
2133,Vallegarcía,Spain,Castilla-La Mancha,DO de Pago,Red,Cabernet Sauvignon; Syrah
2134,Valles Calchaquíes,Argentina,Salta,GI,Red,Malbec; Tannat
2135,Valles de Benavente,Spain,Castilla y León,VC,Red,Prieto Picudo
2136,Valli Ossolane,Italy,Piedmont,DOC,Red,Nebbiolo
2137,Valpaços,Portugal,Trás-os-Montes,DOC,Red,Tinta Roriz; Touriga Franca
2138,Valpolicella,Italy,Veneto,DOC,Red,Corvina; Rondinella; Molinara
2139,Valpolicella Classico,Italy,Veneto,DOC,Red,Corvina; Rondinella
2140,Valpolicella Ripasso,Italy,Veneto,DOC,Red,Corvina; Rondinella
2141,Valréas,France,Rhône (Southern),AOC Villages,Red,Grenache; Syrah
2142,Valsusa,Italy,Piedmont,DOC,Red,Avanà; Barbera
2143,Valtellina Superiore,Italy,Lombardy,DOCG,Red,Chiavennasca
2144,Valtiendas,Spain,Castilla y León,VC,Red,Tempranillo
2145,Valul lui Traian,Moldova,Valul lui Traian,PGI,Red,Merlot; Cabernet Sauvignon
2146,Van Duzer Corridor,United States,Oregon,AVA,Red,Pinot Noir
2147,Vancouver Island,Canada,British Columbia,BC GI,White,Ortega; Pinot Gris
2148,Vazisubani,Georgia,Kakheti,PDO,White,Rkatsiteli; Mtsvane
2149,VDP.Erste Lage,Germany,National,VDP classification,White,Riesling
2150,Velké Pavlovice,Czechia,Moravia,PDO,Red,Frankovka; Svatovavřinecké
2151,Velletri,Italy,Lazio,DOC,Red,Sangiovese; Montepulciano
2152,Ventoux,France,Rhône (Southern),AOC,Red,Grenache; Syrah
2153,Verbicaro,Italy,Calabria,DOC,Red,Gaglioppo; Magliocco
2154,Verde Valley,United States,Arizona,AVA,Red,Syrah; Grenache
2155,Verdicchio dei Castelli di Jesi,Italy,Marche,DOC,White,Verdicchio
2156,Verdicchio di Matelica,Italy,Marche,DOC,White,Verdicchio
2157,Verdicchio di Matelica Riserva,Italy,Marche,DOCG,White,Verdicchio
2158,Verduno Pelaverga,Italy,Piedmont,DOC,Red,Pelaverga Piccolo
2159,Vermentino di Gallura,Italy,Sardinia,DOCG,White,Vermentino
2160,Vermentino di Sardegna,Italy,Sardinia,DOC,White,Vermentino
2161,Vernaccia di Oristano,Italy,Sardinia,DOC,Fortified,Vernaccia di Oristano
2162,Vernaccia di San Gimignano,Italy,Tuscany,DOCG,White,Vernaccia di San Gimignano
2163,Vernaccia di Serrapetrona,Italy,Marche,DOCG,Sparkling Red,Vernaccia Nera
2164,Verzenay,France,Champagne,Grand Cru village,Sparkling,Pinot Noir
2165,Verzy,France,Champagne,Grand Cru village,Sparkling,Pinot Noir
2166,Vesuvio,Italy,Campania,DOC,Red,Piedirosso; Sciascinoso
2167,Vi de la Terra Mallorca,Spain,Balearic Islands,VT,Red,Callet; Fogoneu
2168,Vicenza,Italy,Veneto,DOC,White,Garganega; Pinot Bianco
2169,Vidigueira,Portugal,Alentejo,DOC,White,Antão Vaz
2170,Vientiane,Laos,Vientiane,Regional,Red,Cabernet Sauvignon
2171,Vignanello,Italy,Lazio,DOC,Red,Sangiovese; Ciliegiolo
2172,Vigneti della Serenissima,Italy,Veneto,DOC,Sparkling,Chardonnay; Pinot Nero
2173,Villa Bastías,Argentina,Mendoza,GI,Red,Malbec
2174,Villa de Leyva,Colombia,Boyacá,Regional,White,Riesling; Sauvignon Blanc
2175,Villamagna,Italy,Abruzzo,DOC,Red,Montepulciano
2176,Villány,Hungary,Villány,PDO,Red,Cabernet Franc; Kékfrankos
2177,Villányi Franc,Hungary,Villány,PDO,Red,Cabernet Franc
2178,Villette,Switzerland,Vaud,Grand Cru,White,Chasselas
2179,Vin de Constance,South Africa,Coastal Region,Historic style,Sweet White,Muscat de Frontignan
2180,Vin de Corse,France,Corsica,AOC,Red,Nielluccio; Sciaccarello; Grenache
2181,Vin de Corse Calvi,France,Corsica,AOC,Rosé,Nielluccio; Grenache
2182,Vin de Corse Figari,France,Corsica,AOC,Red,Nielluccio; Sciaccarello
2183,Vin de Corse Porto-Vecchio,France,Corsica,AOC,White,Vermentinu
2184,Vin de Corse Sartène,France,Corsica,AOC,Red,Sciaccarello; Nielluccio
2185,Vin de France,France,National,VDF,Various,Various
2186,Vin de Glace du Québec,Canada,Quebec,IGP,Sweet White,Vidal
2187,Vin de Paille de l'Hermitage,France,Rhône (Northern),AOC,Sweet White,Marsanne; Roussanne
2188,Vin de Paille du Jura,France,Jura,AOC,Sweet White,Savagnin; Chardonnay; Poulsard
2189,Vin de Savoie,France,Savoie & Bugey,AOC,White,Jacquère; Altesse
2190,Vin Jaune,France,Jura,AOC,Vin Jaune,Savagnin
2191,Vin Santo del Chianti,Italy,Tuscany,DOC,Sweet White,Trebbiano; Malvasia
2192,Vin Santo del Chianti Classico,Italy,Tuscany,DOC,Sweet White,Trebbiano; Malvasia
2193,Vin Santo di Montepulciano,Italy,Tuscany,DOC,Sweet White,Trebbiano; Malvasia
2194,Vinemount Ridge,Canada,Ontario,VQA,Red,Cabernet Franc
2195,Vinho de Talha,Portugal,Alentejo,DOC,Red,Aragonez; Trincadeira
2196,Vinho Verde,Portugal,Vinho Verde,DOC,White,Loureiro; Alvarinho; Trajadura
2197,Vinho Verde Alvarinho (Monção e Melgaço),Portugal,Vinho Verde,DOC,White,Alvarinho
2198,Vinho Verde Amarante,Portugal,Vinho Verde,DOC,White,Avesso; Loureiro
2199,Vinho Verde Ave,Portugal,Vinho Verde,DOC,White,Loureiro; Trajadura
2200,Vinho Verde Baião,Portugal,Vinho Verde,DOC,White,Avesso
2201,Vinho Verde Basto,Portugal,Vinho Verde,DOC,White,Azal
2202,Vinho Verde Cávado,Portugal,Vinho Verde,DOC,White,Loureiro
2203,Vinho Verde Espumante,Portugal,Vinho Verde,DOC,Sparkling,Loureiro; Alvarinho
2204,Vinho Verde Loureiro (Lima),Portugal,Vinho Verde,DOC,White,Loureiro
2205,Vinho Verde Paiva,Portugal,Vinho Verde,DOC,White,Avesso
2206,Vinho Verde Sousa,Portugal,Vinho Verde,DOC,White,Azal; Avesso
2207,Vinho Verde Tinto,Portugal,Vinho Verde,DOC,Red,Vinhão
2208,Vino Nobile di Montepulciano,Italy,Tuscany,DOCG,Red,Prugnolo Gentile
2209,Vino Santo Trentino,Italy,Trentino-Alto Adige,DOC,Sweet White,Nosiola
2210,Vinos de Madrid,Spain,Madrid,DO,Red,Garnacha; Tempranillo
2211,Vinsanto (Santorini),Greece,Cyclades,PDO,Sweet White,Assyrtiko; Aidani
2212,Vinsobres,France,Rhône (Southern),AOC,Red,Grenache; Syrah
2213,Vipavska Dolina,Slovenia,Primorska,PDO,White,Zelen; Pinela; Rebula
2214,Viré-Clessé,France,Burgundy (Mâconnais),AOC,White,Chardonnay
2215,Virginia Peninsula,United States,Virginia,AVA,Red,Cabernet Franc
2216,Visan,France,Rhône (Southern),AOC Villages,Red,Grenache; Syrah
2217,Vista Flores,Argentina,Mendoza,GI,Red,Malbec
2218,Vittoria,Italy,Sicily,DOC,Red,Frappato; Nero d'Avola
2219,Vlaamse Landwijn,Belgium,Flanders,PGI,White,Chardonnay; Solaris
2220,Volnay,France,Burgundy (Côte de Beaune),AOC,Red,Pinot Noir
2221,Voor Paardeberg,South Africa,Coastal Region,WO,Red,Syrah
2222,Vorbourg,France,Alsace,AOC Grand Cru,White,Riesling; Muscat Blanc à Petits Grains
2223,Vosne-Romanée,France,Burgundy (Côte de Nuits),AOC,Red,Pinot Noir
2224,Vougeot,France,Burgundy (Côte de Nuits),AOC,Red,Pinot Noir
2225,Vouni Panagias-Ampelitis,Cyprus,Paphos,PDO,Red,Maratheftiko
2226,Vouvray,France,Loire (Touraine),AOC,White,Chenin Blanc
2227,Vranac Crmnica,Montenegro,Podgorica Basin,PDO,Red,Vranac
2228,Vranec,North Macedonia,Povardarie,Grape wine,Red,Vranec
2229,Vranje,Serbia,Southern Serbia,PDO,Red,Vranac; Prokupac
2230,Vugava Vis,Croatia,Dalmatia,PDO,White,Vugava
2231,Vulkanland Steiermark,Austria,Steiermark,DAC,White,Traminer; Welschriesling
2232,Wachau,Austria,Wachau,DAC,White,Grüner Veltliner; Riesling
2233,Wachau Ried Achleiten,Austria,Niederösterreich,Ried,White,Grüner Veltliner; Riesling
2234,Wachau Ried Loibenberg,Austria,Niederösterreich,Ried,White,Grüner Veltliner
2235,Wagram,Austria,Niederösterreich,DAC,White,Grüner Veltliner; Roter Veltliner
2236,Wahluke Slope,United States,Washington,AVA,Red,Syrah; Merlot
2237,Waiheke Island,New Zealand,Auckland,GI,Red,Cabernet Sauvignon; Syrah
2238,Waimea Plains,New Zealand,Nelson,Regional,White,Sauvignon Blanc
2239,Waipara Valley,New Zealand,Canterbury,GI,White,Riesling; Pinot Noir
2240,Wairarapa,New Zealand,Wairarapa,GI,Red,Pinot Noir
2241,Wairau Valley,New Zealand,Marlborough,GI,White,Sauvignon Blanc
2242,Waitaki Valley,New Zealand,Waitaki,GI,Red,Pinot Noir
2243,Waitaki Valley North Otago,New Zealand,Canterbury,GI,Red,Pinot Noir
2244,Walker Bay,South Africa,Cape South Coast,WO,Red,Pinot Noir; Chardonnay
2245,Walla Walla Valley,United States,Washington,AVA,Red,Cabernet Sauvignon; Syrah
2246,Wanaka,New Zealand,Central Otago,GI,Red,Pinot Noir
2247,Wehlener Sonnenuhr,Germany,Mosel,Einzellage,White,Riesling
2248,Weinviertel,Austria,Niederösterreich,DAC,White,Grüner Veltliner
2249,Wellington,South Africa,Coastal Region,WO,Red,Shiraz; Cabernet Sauvignon
2250,Welsh Wine,United Kingdom,Wales,PDO,White,Solaris; Bacchus
2251,West Elks,United States,Colorado,AVA,White,Riesling; Gewürztraminer
2252,West Sonoma Coast,United States,California (Sonoma),AVA,Red,Pinot Noir; Chardonnay
2253,Western Connecticut Highlands,United States,Connecticut,AVA,White,Seyval Blanc
2254,Western Victoria,Australia,Victoria,GI,Red,Shiraz
2255,Weststeiermark,Austria,Steiermark,DAC,Rosé,Blauer Wildbacher
2256,Wexford,Ireland,Wexford,Regional,White,Rondo; Solaris
2257,White Bluffs,United States,Washington,AVA,Red,Merlot; Cabernet Sauvignon
2258,White Zinfandel,United States,California,Varietal style,Rosé,Zinfandel
2259,Wiebelsberg,France,Alsace,AOC Grand Cru,White,Riesling
2260,Wiener Gemischter Satz,Austria,Wien,DAC,White,Field blend
2261,Wild Horse Valley,United States,California (Napa),AVA,White,Chardonnay; Pinot Noir
2262,Willamette Valley,United States,Oregon,AVA,Red,Pinot Noir; Chardonnay
2263,Willamette Valley Foothills,United States,Oregon,AVA,Red,Pinot Noir
2264,Willcox,United States,Arizona,AVA,Red,Syrah; Malvasia
2265,Willcox Bench,United States,Arizona,AVA,Red,Syrah
2266,Willow Creek District,United States,California (Central Coast),AVA,Red,Syrah; Grenache
2267,Wineck-Schlossberg,France,Alsace,AOC Grand Cru,White,Riesling
2268,Winzenberg,France,Alsace,AOC Grand Cru,White,Riesling
2269,Winzersekt,Germany,National,Quality sparkling,Sparkling,Riesling
2270,Wisconsin Ledge,United States,Wisconsin,AVA,White,Frontenac Gris
2271,Wonnegau,Germany,Rheinhessen,Bereich,White,Riesling
2272,Worcester,South Africa,Breede River Valley,WO,White,Chenin Blanc; Colombard
2273,Wrattonbully,Australia,South Australia,GI,Red,Cabernet Sauvignon
2274,Württemberg,Germany,Württemberg,Anbaugebiet,Red,Trollinger; Lemberger; Schwarzriesling
2275,Württembergisch Unterland,Germany,Württemberg,Bereich,Red,Trollinger; Lemberger
2276,Würzburger Stein,Germany,Franken,Einzellage,White,Silvaner; Riesling
2277,Xynisteri,Cyprus,National,Grape wine,White,Xynisteri
2278,Yadkin Valley,United States,North Carolina,AVA,Red,Cabernet Franc; Merlot
2279,Yakima Valley,United States,Washington,AVA,Red,Merlot; Syrah
2280,Yakima Valley Upland,United States,Washington,AVA,Red,Cabernet Sauvignon
2281,Yamagata,Japan,Yamagata,GI,Red,Merlot; Delaware
2282,Yamanashi,Japan,Yamanashi,GI,White,Koshu
2283,Yamanashi Katsunuma Koshu,Japan,Yamanashi,GI,White,Koshu
2284,Yamhill-Carlton,United States,Oregon,AVA,Red,Pinot Noir
2285,Yanqi Basin,China,Xinjiang,Regional,Red,Cabernet Sauvignon
2286,Yantai-Penglai,China,Shandong,Regional,Red,Cabernet Gernischt; Chardonnay
2287,Yarra Valley,Australia,Victoria,GI,Red,Pinot Noir; Chardonnay
2288,Ycoden-Daute-Isora,Spain,Canary Islands,DO,White,Listán Blanco
2289,Yecla,Spain,Levante,DO,Red,Monastrell
2290,Yeghegnadzor,Armenia,Vayots Dzor,Regional,Red,Areni Noir
2291,Yeongdong,South Korea,Chungcheongbuk,Regional,Red,Campbell Early
2292,Yoichi,Japan,Hokkaido,GI,Red,Pinot Noir
2293,Yongning,China,Ningxia,Regional,Red,Marselan
2294,York Mountain,United States,California (Central Coast),AVA,Red,Pinot Noir
2295,Yorkville Highlands,United States,California (Mendocino),AVA,Red,Pinot Noir; Cabernet Sauvignon
2296,Yountville,United States,California (Napa),AVA,Red,Cabernet Sauvignon; Merlot
2297,Yvorne,Switzerland,Vaud,AOC,White,Chasselas
2298,Zagarolo,Italy,Lazio,DOC,White,Malvasia; Trebbiano
2299,Zagorje-Međimurje,Croatia,Uplands,PDO,White,Pušipel
2300,Zahlé,Lebanon,Bekaa Valley,Regional,Red,Cinsault; Carignan
2301,Zakarpattia,Ukraine,Zakarpattia,PGI,White,Traminer; Rhine Riesling
2302,Zakynthos,Greece,Ionian Islands,PGI,White,Robola
2303,Zala,Hungary,Balaton,PDO,White,Olaszrizling
2304,Zeeland,Netherlands,Zeeland,PGI,White,Johanniter
2305,Zeltinger Sonnenuhr,Germany,Mosel,Einzellage,White,Riesling
2306,Zerhoune,Morocco,Fès,AOG,Red,Carignan; Cinsault
2307,Zielona Góra,Poland,Lubuskie,PGI,White,Solaris; Riesling
2308,Žilavka Mostar,Bosnia and Herzegovina,Herzegovina,PDO,White,Žilavka
2309,Zinnkoepflé,France,Alsace,AOC Grand Cru,White,Gewurztraminer; Pinot Gris
2310,Zitsa,Greece,Epirus,PDO,Sparkling,Debina
2311,Ziway,Ethiopia,Rift Valley,Regional,Red,Syrah; Cabernet Sauvignon
2312,Žlahtina Vrbnik,Croatia,Istria & Kvarner,PDO,White,Žlahtina
2313,Znojmo,Czechia,Moravia,PDO,White,Veltlínské Zelené; Ryzlink Rýnský
2314,Zotzenberg,France,Alsace,AOC Grand Cru,White,Sylvaner
2315,Župa,Serbia,Central Serbia,PDO,Rosé,Prokupac
