Country,Region,Wine,Classification,Style,Grapes
United States,Oregon,Umpqua Valley,AVA,Red,Tempranillo; Pinot Noir
United States,Oregon,Van Duzer Corridor,AVA,Red,Pinot Noir
United States,Oregon,Willamette Valley,AVA,Red,Pinot Noir; Chardonnay
United States,Oregon,Willamette Valley Foothills,AVA,Red,Pinot Noir
United States,Oregon,Yamhill-Carlton,AVA,Red,Pinot Noir
United States,Pennsylvania,Central Delaware Valley,AVA,Red,Chambourcin
United States,Pennsylvania,Cumberland Valley,AVA,Red,Chambourcin
United States,Pennsylvania,Lehigh Valley,AVA,White,Chardonnay; Grüner Veltliner
United States,Texas,Bell Mountain,AVA,Red,Cabernet Sauvignon
United States,Texas,Escondido Valley,AVA,Red,Cabernet Sauvignon
United States,Texas,Fredericksburg in the Texas Hill Country,AVA,Red,Tempranillo
United States,Texas,Mesilla Valley (TX),AVA,Red,Cabernet Sauvignon
United States,Texas,Texas High Plains,AVA,Red,Tempranillo; Cabernet Sauvignon
United States,Texas,Texas Hill Country,AVA,Red,Tempranillo; Mourvèdre
United States,Texas,Texoma,AVA,Red,Cabernet Sauvignon
United States,Virginia,Middleburg Virginia,AVA,Red,Cabernet Franc; Merlot
United States,Virginia,Monticello,AVA,Red,Cabernet Franc; Petit Verdot
United States,Virginia,North Fork of Roanoke,AVA,Red,Cabernet Franc
United States,Virginia,Rocky Knob,AVA,White,Riesling
United States,Virginia,Shenandoah Valley (VA),AVA,White,Viognier; Chardonnay
United States,Virginia,Virginia Peninsula,AVA,Red,Cabernet Franc
United States,Washington,Ancient Lakes of Columbia Valley,AVA,White,Riesling; Chardonnay
United States,Washington,Burn of Columbia Valley,AVA,Red,Syrah
United States,Washington,Candy Mountain,AVA,Red,Cabernet Sauvignon
United States,Washington,Columbia Gorge (WA),AVA,White,Riesling
United States,Washington,Columbia Valley,AVA,Red,Cabernet Sauvignon; Merlot; Syrah
United States,Washington,Goose Gap,AVA,Red,Cabernet Sauvignon
United States,Washington,Horse Heaven Hills,AVA,Red,Cabernet Sauvignon; Merlot
United States,Washington,Lake Chelan,AVA,White,Riesling; Chardonnay
United States,Washington,Naches Heights,AVA,White,Riesling; Pinot Gris
United States,Washington,Puget Sound,AVA,White,Madeleine Angevine; Siegerrebe
United States,Washington,Rattlesnake Hills,AVA,Red,Cabernet Sauvignon
United States,Washington,Red Mountain,AVA,Red,Cabernet Sauvignon
United States,Washington,Rocky Reach,AVA,White,Riesling
United States,Washington,Royal Slope,AVA,Red,Cabernet Sauvignon
United States,Washington,Snipes Mountain,AVA,Red,Cabernet Sauvignon
United States,Washington,Wahluke Slope,AVA,Red,Syrah; Merlot
United States,Washington,Walla Walla Valley,AVA,Red,Cabernet Sauvignon; Syrah
United States,Washington,White Bluffs,AVA,Red,Merlot; Cabernet Sauvignon
United States,Washington,Yakima Valley,AVA,Red,Merlot; Syrah
United States,Washington,Yakima Valley Upland,AVA,Red,Cabernet Sauvignon
United States,West Virginia,Shawnee Hills (WV),AVA,Red,Chambourcin
United States,Wisconsin,Wisconsin Ledge,AVA,White,Frontenac Gris
Uruguay,Canelones,Canelones,Regional,Red,Tannat
Uruguay,Canelones,Las Piedras,Regional,Red,Tannat
Uruguay,Canelones,Progreso,Regional,Red,Tannat
Uruguay,Colonia,Colonia,Regional,Red,Tannat; Merlot
Uruguay,Durazno,Durazno,Regional,Red,Tannat
Uruguay,Florida,Florida,Regional,Red,Tannat
Uruguay,Maldonado,Maldonado,Regional,Red,Tannat; Albariño
Uruguay,Montevideo,Montevideo,Regional,Red,Tannat; Merlot
Uruguay,National,Tannat,Grape wine,Red,Tannat
Uruguay,Rivera,Rivera,Regional,Red,Tannat; Cabernet Franc
Uruguay,Salto,Salto,Regional,Red,Tannat
Uruguay,San José,San José,Regional,White,Albariño
Uzbekistan,Samarkand,Samarkand,Regional,Sweet White,Bayan Shirey; Muscat
Uzbekistan,Tashkent,Tashkent,Regional,Sweet White,Rkatsiteli
Venezuela,Lara,Carora,Regional,Red,Tempranillo; Syrah
Vietnam,Lâm Đồng,Đà Lạt,Regional,Red,Cardinal; Cabernet Sauvignon
Vietnam,Ninh Thuận,Ninh Thuận,Regional,Red,Cardinal
Vietnam,Ninh Thuận,Phan Rang,Regional,Red,Cardinal
Zimbabwe,Manicaland,Mutare,Regional,Red,Pinotage
Zimbabwe,Mashonaland,Odzi Valley,Regional,Red,Cabernet Sauvignon; Pinotage
